ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002277.SZ,20200408,3.59,3.63,3.54,3.63,3.61,0.020000000000000018,0.554,256534.72,91998.903
002277.SZ,20200407,3.54,3.63,3.5,3.61,3.49,0.11999999999999966,3.4384,316968.49,112907.175
002277.SZ,20200403,3.66,3.66,3.47,3.49,3.65,-0.1599999999999997,-4.3836,354936.17,126274.504
002277.SZ,20200402,3.65,3.71,3.56,3.65,3.7,-0.050000000000000266,-1.3514,381653.58,138088.092
002277.SZ,20200401,3.83,3.89,3.69,3.7,3.9,-0.19999999999999973,-5.1282,523459.14,197294.937
002277.SZ,20200331,3.85,3.94,3.78,3.9,3.81,0.08999999999999986,2.3622,763528.26,294003.208
002277.SZ,20200330,3.63,3.81,3.58,3.81,3.7,0.10999999999999988,2.973,619725.16,231842.486
002277.SZ,20200327,3.75,3.88,3.67,3.7,3.71,-0.009999999999999787,-0.2695,682840.73,257942.074
002277.SZ,20200326,3.74,3.77,3.63,3.71,3.81,-0.10000000000000009,-2.6247,479061.87,176929.092
002277.SZ,20200325,3.66,3.83,3.61,3.81,3.61,0.20000000000000018,5.5402,775719.89,290762.302
002277.SZ,20200324,3.7,3.78,3.45,3.61,3.64,-0.03000000000000025,-0.8242,552001.2,198634.669
002277.SZ,20200323,3.56,3.82,3.52,3.64,3.65,-0.009999999999999787,-0.274,819377.81,302742.655
002277.SZ,20200320,3.91,3.91,3.63,3.65,3.63,0.020000000000000018,0.551,1004256.84,376910.805
002277.SZ,20200319,3.33,3.63,3.33,3.63,3.3,0.33000000000000007,10.0,208331.48,75201.523
002277.SZ,20200318,3.42,3.48,3.28,3.3,3.39,-0.0900000000000003,-2.6549,238536.17,81034.727
002277.SZ,20200317,3.33,3.4,3.21,3.39,3.31,0.08000000000000007,2.4169,258831.43,86134.201
002277.SZ,20200316,3.45,3.53,3.31,3.31,3.43,-0.1200000000000001,-3.4985,306694.68,104966.971
002277.SZ,20200313,3.27,3.46,3.26,3.43,3.47,-0.040000000000000036,-1.1527,350942.94,117823.08
002277.SZ,20200312,3.49,3.57,3.44,3.47,3.58,-0.10999999999999988,-3.0726,306620.77,107274.981
