ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603019.SH,20200408,47.5,48.66,47.32,47.8,47.7,0.09999999999999432,0.2096,233181.43,1117152.365
603019.SH,20200407,48.0,48.97,47.33,47.7,46.8,0.9000000000000057,1.9231,355398.93,1707685.776
603019.SH,20200403,46.5,47.8,46.26,46.8,46.8,0.0,0.0,348350.02,1636379.209
603019.SH,20200402,43.3,46.88,43.25,46.8,43.67,3.1299999999999955,7.1674,405254.0,1827624.249
603019.SH,20200401,43.5,44.8,43.05,43.67,43.67,0.0,0.0,250131.6,1103627.562
603019.SH,20200331,43.64,44.5,43.28,43.67,43.08,0.5900000000000034,1.3695,268538.92,1177361.503
603019.SH,20200330,45.09,45.44,42.27,43.08,45.02,-1.9400000000000048,-4.3092,426822.25,1852413.622
603019.SH,20200327,44.12,46.35,43.81,45.02,43.25,1.7700000000000031,4.0925,554065.05,2520857.564
603019.SH,20200326,43.3,44.59,42.81,43.25,43.91,-0.6599999999999966,-1.5031,288213.24,1259142.367
603019.SH,20200325,44.69,45.15,43.4,43.91,43.3,0.6099999999999994,1.4088,318689.74,1410638.599
603019.SH,20200324,44.26,44.5,41.1,43.3,43.25,0.04999999999999716,0.1156,370126.24,1591963.661
603019.SH,20200323,46.03,46.38,43.25,43.25,48.05,-4.799999999999997,-9.9896,536103.48,2389800.376
603019.SH,20200320,49.2,49.79,47.08,48.05,48.91,-0.8599999999999994,-1.7583,384503.14,1858136.302
603019.SH,20200319,48.99,49.95,46.8,48.91,49.0,-0.09000000000000341,-0.1837,569171.0,2739556.783
603019.SH,20200318,49.19,51.64,48.01,49.0,48.85,0.14999999999999858,0.3071,806203.57,4035604.81
603019.SH,20200317,48.57,49.5,45.5,48.85,47.3,1.5500000000000043,3.277,729852.57,3500982.408
603019.SH,20200316,47.28,49.97,46.8,47.3,47.03,0.269999999999996,0.5741,897886.41,4359830.237
603019.SH,20200313,41.01,47.5,41.01,47.03,43.18,3.8500000000000014,8.9162,921288.78,4207873.129
603019.SH,20200312,43.0,44.38,42.66,43.18,43.85,-0.6700000000000017,-1.5279,241986.8,1045836.491
603019.SH,20200311,45.56,45.96,43.85,43.85,45.34,-1.490000000000002,-3.2863,334135.5,1499657.88
603019.SH,20200310,43.15,45.38,42.55,45.34,43.44,1.9000000000000057,4.3738,488798.21,2151444.404
603019.SH,20200309,45.62,45.9,43.35,43.44,46.75,-3.3100000000000023,-7.0802,434761.72,1934630.78
